version,1.3.0
info,team,Kings XI Punjab
info,team,Rajasthan Royals
info,gender,male
info,season,2020/21
info,date,2020/10/30
info,competition,Indian Premier League
info,match_number,50
info,venue,Sheikh Zayed Stadium
info,city,Abu Dhabi
info,toss_winner,Rajasthan Royals
info,toss_decision,field
info,player_of_match,BA Stokes
info,umpire,CB Gaffaney
info,umpire,S Ravi
info,reserve_umpire,UV Gandhe
info,tv_umpire,PG Pathak
info,match_referee,M Nayyar
info,winner,Rajasthan Royals
info,winner_wickets,7
ball,1,0.1,Kings XI Punjab,KL Rahul,Mandeep Singh,JC Archer,0,0,"",""
ball,1,0.2,Kings XI Punjab,KL Rahul,Mandeep Singh,JC Archer,0,0,"",""
ball,1,0.3,Kings XI Punjab,KL Rahul,Mandeep Singh,JC Archer,0,0,"",""
ball,1,0.4,Kings XI Punjab,KL Rahul,Mandeep Singh,JC Archer,0,0,"",""
ball,1,0.5,Kings XI Punjab,KL Rahul,Mandeep Singh,JC Archer,1,0,"",""
ball,1,0.6,Kings XI Punjab,Mandeep Singh,KL Rahul,JC Archer,0,0,caught,Mandeep Singh
ball,1,1.1,Kings XI Punjab,KL Rahul,CH Gayle,VR Aaron,0,2,"",""
ball,1,1.2,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,0,"",""
ball,1,1.3,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,0,"",""
ball,1,1.4,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,0,"",""
ball,1,1.5,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,0,"",""
ball,1,1.6,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,0,"",""
ball,1,1.7,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,1,"",""
ball,1,1.8,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,1,"",""
ball,1,1.9,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,4,0,"",""
ball,1,2.1,Kings XI Punjab,KL Rahul,CH Gayle,JC Archer,0,0,"",""
ball,1,2.2,Kings XI Punjab,KL Rahul,CH Gayle,JC Archer,4,0,"",""
ball,1,2.3,Kings XI Punjab,KL Rahul,CH Gayle,JC Archer,0,0,"",""
ball,1,2.4,Kings XI Punjab,KL Rahul,CH Gayle,JC Archer,0,0,"",""
ball,1,2.5,Kings XI Punjab,KL Rahul,CH Gayle,JC Archer,1,0,"",""
ball,1,2.6,Kings XI Punjab,CH Gayle,KL Rahul,JC Archer,0,0,"",""
ball,1,3.1,Kings XI Punjab,KL Rahul,CH Gayle,VR Aaron,0,0,"",""
ball,1,3.2,Kings XI Punjab,KL Rahul,CH Gayle,VR Aaron,1,0,"",""
ball,1,3.3,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,0,1,"",""
ball,1,3.4,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,6,0,"",""
ball,1,3.5,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,2,0,"",""
ball,1,3.6,Kings XI Punjab,CH Gayle,KL Rahul,VR Aaron,1,0,"",""
ball,1,3.7,Kings XI Punjab,KL Rahul,CH Gayle,VR Aaron,0,0,"",""
ball,1,4.1,Kings XI Punjab,CH Gayle,KL Rahul,Kartik Tyagi,0,0,"",""
