version,1.3.0
info,team,Kolkata Knight Riders
info,team,Kings XI Punjab
info,gender,male
info,season,2020/21
info,date,2020/10/26
info,competition,Indian Premier League
info,match_number,46
info,venue,Sharjah Cricket Stadium
info,city,
info,toss_winner,Kings XI Punjab
info,toss_decision,field
info,player_of_match,CH Gayle
info,umpire,KN Ananthapadmanabhan
info,umpire,RK Illingworth
info,reserve_umpire,VA Kulkarni
info,tv_umpire,K Srinivasan
info,match_referee,V Narayan Kutty
info,winner,Kings XI Punjab
info,winner_wickets,8
ball,1,0.1,Kolkata Knight Riders,Shubman Gill,N Rana,GJ Maxwell,1,0,"",""
ball,1,0.2,Kolkata Knight Riders,N Rana,Shubman Gill,GJ Maxwell,0,0,caught,N Rana
ball,1,0.3,Kolkata Knight Riders,RA Tripathi,Shubman Gill,GJ Maxwell,1,0,"",""
ball,1,0.4,Kolkata Knight Riders,Shubman Gill,RA Tripathi,GJ Maxwell,1,0,"",""
ball,1,0.5,Kolkata Knight Riders,RA Tripathi,Shubman Gill,GJ Maxwell,6,0,"",""
ball,1,0.6,Kolkata Knight Riders,RA Tripathi,Shubman Gill,GJ Maxwell,0,0,"",""
ball,1,1.1,Kolkata Knight Riders,Shubman Gill,RA Tripathi,Mohammed Shami,0,0,"",""
ball,1,1.2,Kolkata Knight Riders,Shubman Gill,RA Tripathi,Mohammed Shami,0,0,"",""
ball,1,1.3,Kolkata Knight Riders,Shubman Gill,RA Tripathi,Mohammed Shami,1,0,"",""
ball,1,1.4,Kolkata Knight Riders,RA Tripathi,Shubman Gill,Mohammed Shami,0,0,caught,RA Tripathi
ball,1,1.5,Kolkata Knight Riders,KD Karthik,Shubman Gill,Mohammed Shami,0,0,"",""
ball,1,1.6,Kolkata Knight Riders,KD Karthik,Shubman Gill,Mohammed Shami,0,0,caught,KD Karthik
ball,1,2.1,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Arshdeep Singh,4,0,"",""
ball,1,2.2,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Arshdeep Singh,0,0,"",""
ball,1,2.3,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Arshdeep Singh,0,1,"",""
ball,1,2.4,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Arshdeep Singh,1,0,"",""
ball,1,2.5,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Arshdeep Singh,0,0,"",""
ball,1,2.6,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Arshdeep Singh,0,0,"",""
ball,1,2.7,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Arshdeep Singh,2,0,"",""
ball,1,3.1,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Mohammed Shami,0,0,"",""
ball,1,3.2,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Mohammed Shami,0,0,"",""
ball,1,3.3,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Mohammed Shami,1,0,"",""
ball,1,3.4,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Mohammed Shami,4,0,"",""
ball,1,3.5,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Mohammed Shami,0,0,"",""
ball,1,3.6,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Mohammed Shami,0,0,"",""
ball,1,4.1,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Arshdeep Singh,0,0,"",""
ball,1,4.2,Kolkata Knight Riders,Shubman Gill,EJG Morgan,Arshdeep Singh,1,0,"",""
ball,1,4.3,Kolkata Knight Riders,EJG Morgan,Shubman Gill,Arshdeep Singh,4,0,"",""
