version,1.3.0
info,team,Kolkata Knight Riders
info,team,Royal Challengers Bangalore
info,gender,male
info,season,2020/21
info,date,2020/10/21
info,competition,Indian Premier League
info,match_number,39
info,venue,Sheikh Zayed Stadium
info,city,Abu Dhabi
info,toss_winner,Kolkata Knight Riders
info,toss_decision,bat
info,player_of_match,Mohammed Siraj
info,umpire,VK Sharma
info,umpire,S Ravi
info,reserve_umpire,UV Gandhe
info,tv_umpire,CB Gaffaney
info,match_referee,Shakti Singh
info,winner,Royal Challengers Bangalore
info,winner_wickets,8
ball,1,0.1,Kolkata Knight Riders,Shubman Gill,RA Tripathi,CH Morris,0,0,"",""
ball,1,0.2,Kolkata Knight Riders,Shubman Gill,RA Tripathi,CH Morris,0,1,"",""
ball,1,0.3,Kolkata Knight Riders,Shubman Gill,RA Tripathi,CH Morris,1,0,"",""
ball,1,0.4,Kolkata Knight Riders,RA Tripathi,Shubman Gill,CH Morris,0,0,"",""
ball,1,0.5,Kolkata Knight Riders,RA Tripathi,Shubman Gill,CH Morris,1,0,"",""
ball,1,0.6,Kolkata Knight Riders,Shubman Gill,RA Tripathi,CH Morris,0,0,"",""
ball,1,0.7,Kolkata Knight Riders,Shubman Gill,RA Tripathi,CH Morris,0,0,"",""
ball,1,1.1,Kolkata Knight Riders,RA Tripathi,Shubman Gill,Mohammed Siraj,0,0,"",""
ball,1,1.2,Kolkata Knight Riders,RA Tripathi,Shubman Gill,Mohammed Siraj,0,0,"",""
ball,1,1.3,Kolkata Knight Riders,RA Tripathi,Shubman Gill,Mohammed Siraj,0,0,caught,RA Tripathi
ball,1,1.4,Kolkata Knight Riders,N Rana,Shubman Gill,Mohammed Siraj,0,0,bowled,N Rana
ball,1,1.5,Kolkata Knight Riders,T Banton,Shubman Gill,Mohammed Siraj,0,0,"",""
ball,1,1.6,Kolkata Knight Riders,T Banton,Shubman Gill,Mohammed Siraj,0,0,"",""
ball,1,2.1,Kolkata Knight Riders,Shubman Gill,T Banton,NA Saini,0,0,"",""
ball,1,2.2,Kolkata Knight Riders,Shubman Gill,T Banton,NA Saini,0,0,caught,Shubman Gill
ball,1,2.3,Kolkata Knight Riders,T Banton,KD Karthik,NA Saini,4,0,"",""
ball,1,2.4,Kolkata Knight Riders,T Banton,KD Karthik,NA Saini,0,0,"",""
