version,1.3.0
info,team,Kings XI Punjab
info,team,Chennai Super Kings
info,gender,male
info,season,2020/21
info,date,2020/10/04
info,competition,Indian Premier League
info,match_number,18
info,venue,Dubai International Cricket Stadium
info,city,
info,toss_winner,Kings XI Punjab
info,toss_decision,bat
info,player_of_match,SR Watson
info,umpire,AY Dandekar
info,umpire,Nitin Menon
info,reserve_umpire,YC Barde
info,tv_umpire,PR Reiffel
info,match_referee,J Srinath
info,winner,Chennai Super Kings
info,winner_wickets,10
ball,1,0.1,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,2,0,"",""
ball,1,0.2,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,0,0,"",""
ball,1,0.3,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,0,0,"",""
ball,1,0.4,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,0,0,"",""
ball,1,0.5,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,1,0,"",""
ball,1,0.6,Kings XI Punjab,MA Agarwal,KL Rahul,DL Chahar,1,0,"",""
ball,1,1.1,Kings XI Punjab,MA Agarwal,KL Rahul,SM Curran,2,0,"",""
ball,1,1.2,Kings XI Punjab,MA Agarwal,KL Rahul,SM Curran,1,0,"",""
ball,1,1.3,Kings XI Punjab,KL Rahul,MA Agarwal,SM Curran,4,0,"",""
ball,1,1.4,Kings XI Punjab,KL Rahul,MA Agarwal,SM Curran,0,0,"",""
ball,1,1.5,Kings XI Punjab,KL Rahul,MA Agarwal,SM Curran,1,0,"",""
ball,1,1.6,Kings XI Punjab,MA Agarwal,KL Rahul,SM Curran,0,0,"",""
ball,1,2.1,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,0,0,"",""
ball,1,2.2,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,2,0,"",""
ball,1,2.3,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,4,0,"",""
ball,1,2.4,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,0,0,"",""
ball,1,2.5,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,1,0,"",""
ball,1,2.6,Kings XI Punjab,MA Agarwal,KL Rahul,DL Chahar,0,0,"",""
ball,1,3.1,Kings XI Punjab,KL Rahul,MA Agarwal,SM Curran,1,0,"",""
ball,1,3.2,Kings XI Punjab,MA Agarwal,KL Rahul,SM Curran,1,0,"",""
ball,1,3.3,Kings XI Punjab,KL Rahul,MA Agarwal,SM Curran,1,0,"",""
ball,1,3.4,Kings XI Punjab,MA Agarwal,KL Rahul,SM Curran,4,0,"",""
ball,1,3.5,Kings XI Punjab,MA Agarwal,KL Rahul,SM Curran,1,0,"",""
ball,1,3.6,Kings XI Punjab,KL Rahul,MA Agarwal,SM Curran,4,0,"",""
ball,1,4.1,Kings XI Punjab,MA Agarwal,KL Rahul,DL Chahar,0,0,"",""
ball,1,4.2,Kings XI Punjab,MA Agarwal,KL Rahul,DL Chahar,4,0,"",""
ball,1,4.3,Kings XI Punjab,MA Agarwal,KL Rahul,DL Chahar,1,0,"",""
ball,1,4.4,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,1,0,"",""
ball,1,4.5,Kings XI Punjab,MA Agarwal,KL Rahul,DL Chahar,0,1,"",""
ball,1,4.6,Kings XI Punjab,KL Rahul,MA Agarwal,DL Chahar,0,0,"",""
ball,1,5.1,Kings XI Punjab,MA Agarwal,KL Rahul,SN Thakur,4,0,"",""
ball,1,5.2,Kings XI Punjab,MA Agarwal,KL Rahul,SN Thakur,1,0,"",""
ball,1,5.3,Kings XI Punjab,KL Rahul,MA Agarwal,SN Thakur,1,0,"",""
ball,1,5.4,Kings XI Punjab,MA Agarwal,KL Rahul,SN Thakur,1,0,"",""
ball,1,5.5,Kings XI Punjab,KL Rahul,MA Agarwal,SN Thakur,0,0,"",""
ball,1,5.6,Kings XI Punjab,KL Rahul,MA Agarwal,SN Thakur,1,0,"",""
ball,1,6.1,Kings XI Punjab,KL Rahul,MA Agarwal,DJ Bravo,1,0,"",""
ball,1,6.2,Kings XI Punjab,MA Agarwal,KL Rahul,DJ Bravo,0,1,"",""
ball,1,6.3,Kings XI Punjab,MA Agarwal,KL Rahul,DJ Bravo,0,1,"",""
ball,1,6.4,Kings XI Punjab,MA Agarwal,KL Rahul,DJ Bravo,1,0,"",""
ball,1,6.5,Kings XI Punjab,KL Rahul,MA Agarwal,DJ Bravo,0,0,"",""
ball,1,6.6,Kings XI Punjab,KL Rahul,MA Agarwal,DJ Bravo,0,0,"",""
ball,1,6.7,Kings XI Punjab,KL Rahul,MA Agarwal,DJ Bravo,4,0,"",""
ball,1,6.8,Kings XI Punjab,KL Rahul,MA Agarwal,DJ Bravo,1,0,"",""
ball,1,7.1,Kings XI Punjab,KL Rahul,MA Agarwal,RA Jadeja,1,0,"",""
ball,1,7.2,Kings XI Punjab,MA Agarwal,KL Rahul,RA Jadeja,3,0,"",""
ball,1,7.3,Kings XI Punjab,KL Rahul,MA Agarwal,RA Jadeja,0,0,"",""
ball,1,7.4,Kings XI Punjab,KL Rahul,MA Agarwal,RA Jadeja,0,0,"",""
ball,1,7.5,Kings XI Punjab,KL Rahul,MA Agarwal,RA Jadeja,1,0,"",""
ball,1,7.6,Kings XI Punjab,MA Agarwal,KL Rahul,RA Jadeja,1,0,"",""
ball,1,8.1,Kings XI Punjab,MA Agarwal,KL Rahul,PP Chawla,0,0,caught,MA Agarwal
ball,1,8.2,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,1,0,"",""
ball,1,8.3,Kings XI Punjab,KL Rahul,Mandeep Singh,PP Chawla,1,0,"",""
ball,1,8.4,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,2,0,"",""
ball,1,8.5,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,0,0,"",""
ball,1,8.6,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,1,0,"",""
ball,1,9.1,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,2,0,"",""
ball,1,9.2,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,0,0,"",""
ball,1,9.3,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,1,0,"",""
ball,1,9.4,Kings XI Punjab,KL Rahul,Mandeep Singh,RA Jadeja,1,0,"",""
ball,1,9.5,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,1,0,"",""
ball,1,9.6,Kings XI Punjab,KL Rahul,Mandeep Singh,RA Jadeja,0,0,"",""
ball,1,10.1,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,2,0,"",""
ball,1,10.2,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,6,0,"",""
ball,1,10.3,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,1,0,"",""
ball,1,10.4,Kings XI Punjab,KL Rahul,Mandeep Singh,PP Chawla,1,0,"",""
ball,1,10.5,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,6,0,"",""
ball,1,10.6,Kings XI Punjab,Mandeep Singh,KL Rahul,PP Chawla,1,0,"",""
ball,1,11.1,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,2,0,"",""
ball,1,11.2,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,1,0,"",""
ball,1,11.3,Kings XI Punjab,KL Rahul,Mandeep Singh,RA Jadeja,0,0,"",""
ball,1,11.4,Kings XI Punjab,KL Rahul,Mandeep Singh,RA Jadeja,2,0,"",""
ball,1,11.5,Kings XI Punjab,KL Rahul,Mandeep Singh,RA Jadeja,1,0,"",""
ball,1,11.6,Kings XI Punjab,Mandeep Singh,KL Rahul,RA Jadeja,0,0,caught,Mandeep Singh
ball,1,12.1,Kings XI Punjab,KL Rahul,N Pooran,DJ Bravo,0,0,"",""
ball,1,12.2,Kings XI Punjab,KL Rahul,N Pooran,DJ Bravo,4,0,"",""
ball,1,12.3,Kings XI Punjab,KL Rahul,N Pooran,DJ Bravo,0,0,"",""
ball,1,12.4,Kings XI Punjab,KL Rahul,N Pooran,DJ Bravo,1,0,"",""
ball,1,12.5,Kings XI Punjab,N Pooran,KL Rahul,DJ Bravo,1,0,"",""
ball,1,12.6,Kings XI Punjab,KL Rahul,N Pooran,DJ Bravo,1,0,"",""
ball,1,13.1,Kings XI Punjab,KL Rahul,N Pooran,RA Jadeja,1,0,"",""
ball,1,13.2,Kings XI Punjab,N Pooran,KL Rahul,RA Jadeja,0,0,"",""
ball,1,13.3,Kings XI Punjab,N Pooran,KL Rahul,RA Jadeja,1,0,"",""
ball,1,13.4,Kings XI Punjab,KL Rahul,N Pooran,RA Jadeja,1,0,"",""
ball,1,13.5,Kings XI Punjab,N Pooran,KL Rahul,RA Jadeja,4,0,"",""
